"register_type","fresh_id","pdf_page","part","chapter_num","chapter_title","section","exact_pdf_source_text","normalized_atomic_clause","strength_classification","category_bucket","semantic_review_status","semantic_review_reason","implementation_target","applies_to","verification_type"
"UX / Presentation Requirement","C23-23.3-003","38","Part VI — Lookup & Search","23","Lookup Standard","23.3","debounce before search","debounce before search","UX Requirement","UX / Presentation Requirement","Governance Approved","§23 lookup governance rule.","UI / UX","Lookup Standard / Shared UX","UI / Runtime"
"UX / Presentation Requirement","C23-23.3-004","38","Part VI — Lookup & Search","23","Lookup Standard","23.3","normalization (case/space insensitive).","normalization (case/space insensitive).","UX Requirement","UX / Presentation Requirement","Governance Approved","§23 lookup governance rule.","UI / UX","Lookup Standard / Shared UX","UI / Runtime"
"UX / Presentation Requirement","C23-23.4-001","38","Part VI — Lookup & Search","23","Lookup Standard","23.4","Keyboard ↑↓ Enter Esc Tab","Keyboard ↑↓ Enter Esc Tab","UX Requirement","UX / Presentation Requirement","Governance Approved","§23 lookup governance rule.","UI / UX","Lookup Standard / Shared UX","UI / Runtime"
"UX / Presentation Requirement","C23-23.4-002","38","Part VI — Lookup & Search","23","Lookup Standard","23.4","close on select, outside click, field exit","close on select, outside click, field exit","UX Requirement","UX / Presentation Requirement","Governance Approved","§23 lookup governance rule.","UI / UX","Lookup Standard / Shared UX","UI / Runtime"
"UX / Presentation Requirement","C23-23.4-003","38","Part VI — Lookup & Search","23","Lookup Standard","23.4","one lookup open","one lookup open","UX Requirement","UX / Presentation Requirement","Governance Approved","§23 lookup governance rule.","UI / UX","Lookup Standard / Shared UX","UI / Runtime"
"UX / Presentation Requirement","C23-23.4-004","38","Part VI — Lookup & Search","23","Lookup Standard","23.4","focus to quantity after item pick in line entry.","focus to quantity after item pick in line entry.","UX Requirement","UX / Presentation Requirement","Governance Approved","§23 lookup governance rule.","UI / UX","Lookup Standard / Shared UX","UI / Runtime"
"UX / Presentation Requirement","C23-23.5-001","38","Part VI — Lookup & Search","23","Lookup Standard","23.5","Loading, no results, error+retry — unified messaging","Loading, no results, error+retry — unified messaging","UX Requirement","UX / Presentation Requirement","Governance Approved","§23 lookup standard.","UI / UX","Lookup Standard / Shared UX","UI / Runtime"
"UX / Presentation Requirement","C23-23.6-001","38","Part VI — Lookup & Search","23","Lookup Standard","23.6","Permission filtering — only authorized data","Permission filtering — only authorized data","UX Requirement","UX / Presentation Requirement","Governance Approved","§23 lookup governance rule.","UI / UX","Lookup Standard / Shared UX","UI / Runtime"
"UX / Presentation Requirement","C23-23.6-002","38","Part VI — Lookup & Search","23","Lookup Standard","23.6","Tenant isolation — no cross-tenant data","Tenant isolation — no cross-tenant data","UX Requirement","UX / Presentation Requirement","Governance Approved","§23 lookup governance rule.","UI / UX","Lookup Standard / Shared UX","UI / Runtime"
"UX / Presentation Requirement","C23-23.6-003","38","Part VI — Lookup & Search","23","Lookup Standard","23.6","Large results — paging or infinite scroll per platform policy","Large results — paging or infinite scroll per platform policy","UX Requirement","UX / Presentation Requirement","Governance Approved","§23 lookup governance rule.","UI / UX","Lookup Standard / Shared UX","UI / Runtime"
"UX / Presentation Requirement","C23-23.6-004","38","Part VI — Lookup & Search","23","Lookup Standard","23.6","Large catalogs — server-side search","Large catalogs — server-side search","UX Requirement","UX / Presentation Requirement","Governance Approved","§23 lookup governance rule.","UI / UX","Lookup Standard / Shared UX","UI / Runtime"
"UX / Presentation Requirement","C24-24.1-001","39","Part VII — Presentation Standards","24","Workspace & Responsive","24.1","Desktop only for v2.0 operational data entry.","Desktop only for v2.0 operational data entry.","UX Requirement","UX / Presentation Requirement","Governance Approved","§24 workspace/responsive UX rule.","UI / UX","Workspace & Responsive / Shared UX","UI / QA"
"UX / Presentation Requirement","C24-24.1-002","39","Part VII — Presentation Standards","24","Workspace & Responsive","24.1","Mobile/tablet entry out of scope unless future amendment.","Mobile/tablet entry out of scope unless future amendment.","UX Requirement","UX / Presentation Requirement","Governance Approved","§24 workspace/responsive UX rule.","UI / UX","Workspace & Responsive / Shared UX","UI / QA"
"UX / Presentation Requirement","C24-24.2-001","39","Part VII — Presentation Standards","24","Workspace & Responsive","24.2","Minimum 1366×768","Minimum 1366×768","UX Requirement","UX / Presentation Requirement","Governance Approved","§24 workspace/responsive UX rule.","UI / UX","Workspace & Responsive / Shared UX","UI / QA"
"UX / Presentation Requirement","C24-24.2-002","39","Part VII — Presentation Standards","24","Workspace & Responsive","24.2","reference design 1920×1080 @ 100%","reference design 1920×1080 @ 100%","UX Requirement","UX / Presentation Requirement","Governance Approved","§24 workspace/responsive UX rule.","UI / UX","Workspace & Responsive / Shared UX","UI / QA"
"UX / Presentation Requirement","C24-24.2-003","39","Part VII — Presentation Standards","24","Workspace & Responsive","24.2","supported 1440, 1600, 1920.","supported 1440, 1600, 1920.","UX Requirement","UX / Presentation Requirement","Governance Approved","§24 workspace/responsive UX rule.","UI / UX","Workspace & Responsive / Shared UX","UI / QA"
"QA / Release Requirement","C24-24.3-001","39","Part VII — Presentation Standards","24","Workspace & Responsive","24.3","80%–125%: required for release acceptance.","80%–125%: required for release acceptance.","UX Requirement","QA / Release Requirement","Governance Corrected","§24 QA/responsive test requirement.","QA / Release Gate","Workspace & Responsive / Shared UX","UI / QA"
"UX / Presentation Requirement","C24-24.3-002","39","Part VII — Presentation Standards","24","Workspace & Responsive","24.3","150%: best effort — not release gate.","150%: best effort — not release gate.","UX Requirement","UX / Presentation Requirement","Governance Approved","§24 workspace/responsive UX rule.","UI / UX","Workspace & Responsive / Shared UX","UI / QA"
"UX / Presentation Requirement","C24-24.4-001","39","Part VII — Presentation Standards","24","Workspace & Responsive","24.4","No horizontal page scroll except inside grids","No horizontal page scroll except inside grids","UX Requirement","UX / Presentation Requirement","Governance Approved","§24 workspace/responsive UX rule.","UI / UX","Workspace & Responsive / Shared UX","UI / QA"
"UX / Presentation Requirement","C24-24.4-002","39","Part VII — Presentation Standards","24","Workspace & Responsive","24.4","no clipped titles/overlapping buttons","no clipped titles/overlapping buttons","UX Requirement","UX / Presentation Requirement","Governance Approved","§24 workspace/responsive UX rule.","UI / UX","Workspace & Responsive / Shared UX","UI / QA"
"UX / Presentation Requirement","C24-24.4-003","39","Part VII — Presentation Standards","24","Workspace & Responsive","24.4","create screens primary actions visible @ 1366/100%","create screens primary actions visible @ 1366/100%","UX Requirement","UX / Presentation Requirement","Governance Approved","§24 workspace/responsive UX rule.","UI / UX","Workspace & Responsive / Shared UX","UI / QA"
"UX / Presentation Requirement","C24-24.4-004","39","Part VII — Presentation Standards","24","Workspace & Responsive","24.4","dialogs fit viewport with internal scroll","dialogs fit viewport with internal scroll","UX Requirement","UX / Presentation Requirement","Governance Approved","§24 workspace/responsive UX rule.","UI / UX","Workspace & Responsive / Shared UX","UI / QA"
"UX / Presentation Requirement","C24-24.4-005","39","Part VII — Presentation Standards","24","Workspace & Responsive","24.4","tables scroll internally.","tables scroll internally.","UX Requirement","UX / Presentation Requirement","Governance Approved","§24 workspace/responsive UX rule.","UI / UX","Workspace & Responsive / Shared UX","UI / QA"
"UX / Presentation Requirement","C24-24.5-001","39","Part VII — Presentation Standards","24","Workspace & Responsive","24.5","Supported browsers per platform browser support matrix (Architecture Guide).","Supported browsers per platform browser support matrix (Architecture Guide).","UX Requirement","UX / Presentation Requirement","Governance Approved","§24 workspace/responsive UX rule.","UI / UX","Workspace & Responsive / Shared UX","UI / QA"
"UX / Presentation Requirement","C24-24.5-002","39","Part VII — Presentation Standards","24","Workspace & Responsive","24.5","High DPI (2K/4K) supported.","High DPI (2K/4K) supported.","UX Requirement","UX / Presentation Requirement","Governance Approved","§24 workspace/responsive UX rule.","UI / UX","Workspace & Responsive / Shared UX","UI / QA"
"UX / Presentation Requirement","C24-24.5-003","39","Part VII — Presentation Standards","24","Workspace & Responsive","24.5","Multi-monitor consistency.","Multi-monitor consistency.","UX Requirement","UX / Presentation Requirement","Governance Approved","§24 workspace/responsive UX rule.","UI / UX","Workspace & Responsive / Shared UX","UI / QA"
"QA / Release Requirement","C24-24.6-001","39","Part VII — Presentation Standards","24","Workspace & Responsive","24.6","1366×768 @ 80/90/100/110/125%","1366×768 @ 80/90/100/110/125%","UX Requirement","QA / Release Requirement","Governance Corrected","§24 QA/responsive test requirement.","QA / Release Gate","Workspace & Responsive / Shared UX","UI / QA"
"UX / Presentation Requirement","C24-24.6-002","39","Part VII — Presentation Standards","24","Workspace & Responsive","24.6","1440/1600/1920 @ 100% — Definition of Done (Chapter 29).","1440/1600/1920 @ 100% — Definition of Done (Chapter 29).","UX Requirement","UX / Presentation Requirement","Governance Approved","§24 workspace/responsive UX rule.","UI / UX","Workspace & Responsive / Shared UX","UI / QA"
"UX / Presentation Requirement","C24-24.7-001","39","Part VII — Presentation Standards","24","Workspace & Responsive","24.7","Geometry tokens — UX Constitution","Geometry tokens — UX Constitution","UX Requirement","UX / Presentation Requirement","Governance Approved","§24 workspace/responsive UX rule.","UI / UX","Workspace & Responsive / Shared UX","UI / QA"
"UX / Presentation Requirement","C25-25.1-001","40","Part VII — Presentation Standards","25","Document Layout","25.1","One document page pattern for create/edit","One document page pattern for create/edit","UX Requirement","UX / Presentation Requirement","Governance Approved","§25 document layout UX rule.","UI / UX","Document Layout / Shared UX","UI / UX"
"UX / Presentation Requirement","C25-25.1-002","40","Part VII — Presentation Standards","25","Document Layout","25.1","one for detail/workflow.","one for detail/workflow.","UX Requirement","UX / Presentation Requirement","Governance Approved","§25 document layout UX rule.","UI / UX","Document Layout / Shared UX","UI / UX"
"UX / Presentation Requirement","C25-25.2-001","40","Part VII — Presentation Standards","25","Document Layout","25.2","Create/Edit: masthead, alert band, body (header + lines), fixed action area.","Create/Edit: masthead, alert band, body (header + lines), fixed action area.","UX Requirement","UX / Presentation Requirement","Governance Approved","§25 document layout UX rule.","UI / UX","Document Layout / Shared UX","UI / UX"
"UX / Presentation Requirement","C25-25.2-002","40","Part VII — Presentation Standards","25","Document Layout","25.2","Detail/Workflow: masthead, status, alert band, action bar, content, timeline.","Detail/Workflow: masthead, status, alert band, action bar, content, timeline.","UX Requirement","UX / Presentation Requirement","Governance Approved","§25 document layout UX rule.","UI / UX","Document Layout / Shared UX","UI / UX"
"UX / Presentation Requirement","C25-25.2-003","40","Part VII — Presentation Standards","25","Document Layout","25.2","Modules must not invent unrelated layouts.","Modules must not invent unrelated layouts.","UX Requirement","UX / Presentation Requirement","Governance Approved","§25 document layout UX rule.","UI / UX","Document Layout / Shared UX","UI / UX"
"UX / Presentation Requirement","C25-25.2-004","40","Part VII — Presentation Standards","25","Document Layout","25.2","All modules must declare and follow one archetype.","All modules must declare and follow one archetype.","UX Requirement","UX / Presentation Requirement","Governance Approved","§25 document layout UX rule.","UI / UX","Document Layout / Shared UX","UI / UX"
"UX / Presentation Requirement","C25-25.3-001","40","Part VII — Presentation Standards","25","Document Layout","25.3","Primary scroll owner defined per archetype — must be consistent (details: UX Constitution + Architecture Guide).","Primary scroll owner defined per archetype — must be consistent (details: UX Constitution + Architecture Guide).","UX Requirement","UX / Presentation Requirement","Governance Approved","§25 document layout UX rule.","UI / UX","Document Layout / Shared UX","UI / UX"
"UX / Presentation Requirement","C25-25.4-001","40","Part VII — Presentation Standards","25","Document Layout","25.4","Header, action bar, and primary actions should remain accessible per archetype without losing context.","Header, action bar, and primary actions should remain accessible per archetype without losing context.","UX Requirement","UX / Presentation Requirement","Governance Approved","§25 document layout UX rule.","UI / UX","Document Layout / Shared UX","UI / UX"
"UX / Presentation Requirement","C25-25.5-001","40","Part VII — Presentation Standards","25","Document Layout","25.5","Unified empty states","Unified empty states","UX Requirement","UX / Presentation Requirement","Governance Approved","§25 document layout UX rule.","UI / UX","Document Layout / Shared UX","UI / UX"
"UX / Presentation Requirement","C25-25.5-002","40","Part VII — Presentation Standards","25","Document Layout","25.5","spacing/density per UX Constitution.","spacing/density per UX Constitution.","UX Requirement","UX / Presentation Requirement","Governance Approved","§25 document layout UX rule.","UI / UX","Document Layout / Shared UX","UI / UX"
"UX / Presentation Requirement","C25-25.6-001","40","Part VII — Presentation Standards","25","Document Layout","25.6","Collapsible sections behave consistently across modules.","Collapsible sections behave consistently across modules.","UX Requirement","UX / Presentation Requirement","Governance Approved","§25 document layout UX rule.","UI / UX","Document Layout / Shared UX","UI / UX"
"UX / Presentation Requirement","C25-25.7-001","40","Part VII — Presentation Standards","25","Document Layout","25.7","Goods receipt create (after conformance) — create/edit reference","Goods receipt create (after conformance) — create/edit reference","UX Requirement","UX / Presentation Requirement","Governance Approved","§25 document layout UX rule.","UI / UX","Document Layout / Shared UX","UI / UX"
"UX / Presentation Requirement","C28-28.1-001","43","Part VIII — Platform Principles","28","Accessibility","28.1","Interactive elements labeled","Interactive elements labeled","Accessibility Requirement","UX / Presentation Requirement","Governance Approved","§28 accessibility UX rule.","UI / UX","Accessibility / Shared UX","QA / Accessibility"
"UX / Presentation Requirement","C28-28.1-002","43","Part VIII — Platform Principles","28","Accessibility","28.1","color not sole state indicator","color not sole state indicator","Accessibility Requirement","UX / Presentation Requirement","Governance Approved","§28 accessibility UX rule.","UI / UX","Accessibility / Shared UX","QA / Accessibility"
"UX / Presentation Requirement","C28-28.1-003","43","Part VIII — Platform Principles","28","Accessibility","28.1","contrast per agreed targets","contrast per agreed targets","Accessibility Requirement","UX / Presentation Requirement","Governance Approved","§28 accessibility UX rule.","UI / UX","Accessibility / Shared UX","QA / Accessibility"
"QA / Release Requirement","C28-28.1-004","43","Part VIII — Platform Principles","28","Accessibility","28.1","accessibility in QA gates.","accessibility in QA gates.","Accessibility Requirement","QA / Release Requirement","Governance Corrected","§28 accessibility QA gate.","QA / Release Gate","Accessibility / Shared UX","QA / Accessibility"
"QA / Release Requirement","C28-28.2-001","43","Part VIII — Platform Principles","28","Accessibility","28.2","Platform shall support screen reader compatibility for governed interactions.","Platform shall support screen reader compatibility for governed interactions.","Accessibility Requirement","QA / Release Requirement","Governance Corrected","§28 accessibility QA gate.","QA / Release Gate","Accessibility / Shared UX","QA / Accessibility"
"UX / Presentation Requirement","C28-28.3-001","43","Part VIII — Platform Principles","28","Accessibility","28.3","Validation and error messages shall be accessible to assistive technology.","Validation and error messages shall be accessible to assistive technology.","Accessibility Requirement","UX / Presentation Requirement","Governance Approved","§28 accessibility UX rule.","UI / UX","Accessibility / Shared UX","QA / Accessibility"
"UX / Presentation Requirement","C28-28.4-001","43","Part VIII — Platform Principles","28","Accessibility","28.4","Keyboard/focus — Chapter 17","Keyboard/focus — Chapter 17","Accessibility Requirement","UX / Presentation Requirement","Governance Approved","§28 accessibility UX rule.","UI / UX","Accessibility / Shared UX","QA / Accessibility"
