"register_type","fresh_id","pdf_page","part","chapter_num","chapter_title","section","exact_pdf_source_text","normalized_atomic_clause","strength_classification","category_bucket","semantic_review_status","semantic_review_reason","implementation_target","applies_to","verification_type"
"Governance Definition","C4-4.2-007","17","Part I — Governance Constitution","4","Operation Permissions","4.2","Reject","Reject","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","ACC / Backend Authorization","Documentation"
"Governance Definition","C4-4.2-008","17","Part I — Governance Constitution","4","Operation Permissions","4.2","Send Back","Send Back","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","ACC / Backend Authorization","Documentation"
"Governance Definition","C4-4.2-009","17","Part I — Governance Constitution","4","Operation Permissions","4.2","Cancel","Cancel","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","ACC / Backend Authorization","Documentation"
"Governance Definition","C4-4.2-010","17","Part I — Governance Constitution","4","Operation Permissions","4.2","Post","Post","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","ACC / Backend Authorization","Documentation"
"Governance Definition","C4-4.2-011","17","Part I — Governance Constitution","4","Operation Permissions","4.2","Reopen","Reopen","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","ACC / Backend Authorization","Documentation"
"Governance Definition","C4-4.2-012","17","Part I — Governance Constitution","4","Operation Permissions","4.2","Close","Close","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","ACC / Backend Authorization","Documentation"
"Governance Definition","C4-4.2-013","17","Part I — Governance Constitution","4","Operation Permissions","4.2","Archive","Archive","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","ACC / Backend Authorization","Documentation"
"Governance Definition","C4-4.2-014","17","Part I — Governance Constitution","4","Operation Permissions","4.2","Print","Print","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","ACC / Backend Authorization","Documentation"
"Governance Definition","C4-4.2-015","17","Part I — Governance Constitution","4","Operation Permissions","4.2","Export","Export","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","ACC / Backend Authorization","Documentation"
"Governance Definition","C4-4.2-016","17","Part I — Governance Constitution","4","Operation Permissions","4.2","Attach","Attach","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","ACC / Backend Authorization","Documentation"
"Governance Definition","C4-4.2-017","17","Part I — Governance Constitution","4","Operation Permissions","4.2","View Audit.","View Audit.","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","ACC / Backend Authorization","Documentation"
"Governance Definition","C9-9.3-007","24","Part II — Document Identity","9","Document Numbering","9.3","Failed allocation — gaps from failed/rolled-back operations acceptable.","Failed allocation — gaps from failed/rolled-back operations acceptable.","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","Document Numbering / Platform","Documentation"
"Governance Definition","C13-13.7-002","28","Part IV — Document Composition","13","Document Lines","13.7","must not be directly user-editable.","must not be directly user-editable.","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","Document Lines / All Documents","Documentation"
"Governance Definition","C18-18.1-002","33","Part V — System Interaction Standards","18","Validation","18.1","Field Inline Row On row Document Summary banner Confirmation Dialog — not validation Success Chapter 20 System failure Chapter 19","Field Inline Row On row Document Summary banner Confirmation Dialog — not validation Success Chapter 20 System failure Chapter 19","UX Requirement","Governance Definition","Governance Corrected","§18.1 validation level table row.","Governance Documentation","Validation / Shared UX","UI / UX"
"Governance Definition","C19-19.4-002","34","Part V — System Interaction Standards","19","Error Handling","19.4","retry only when safe and meaningful.","retry only when safe and meaningful.","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","Error Handling / Shared UX","Documentation"
"Governance Definition","C21-21.1-001","36","Part V — System Interaction Standards","21","Loading & Progress","21.1","Loading scope matches operation","Loading scope matches operation","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","Loading & Progress / Shared UX","Documentation"
"Governance Process Requirement","C29-29.1-001","44","Part IX — Conformance","29","Constitution Compliance & Ratification","29.1","New and revised capabilities must declare applicable chapters and demonstrate compliance before release.","New and revised capabilities must declare applicable chapters and demonstrate compliance before release.","Governance Process Requirement","Governance Process Requirement","Governance Approved","§29 compliance process.","Governance Process","Governance / QA","Governance QA"
"Governance Process Requirement","C29-29.2-001","44","Part IX — Conformance","29","Constitution Compliance & Ratification","29.2","Fully Compliant","Fully Compliant","Governance Process Requirement","Governance Process Requirement","Governance Approved","§29 compliance process.","Governance Process","Governance / QA","Governance QA"
"Governance Process Requirement","C29-29.2-002","44","Part IX — Conformance","29","Constitution Compliance & Ratification","29.2","Partially Compliant (documented gaps + remediation plan)","Partially Compliant (documented gaps + remediation plan)","Governance Process Requirement","Governance Process Requirement","Governance Approved","§29 governance/QA release process.","QA / Release Gate","Governance / QA","Governance QA"
"Governance Process Requirement","C29-29.2-003","44","Part IX — Conformance","29","Constitution Compliance & Ratification","29.2","Non-Compliant (not releasable without waiver).","Non-Compliant (not releasable without waiver).","Governance Process Requirement","Governance Process Requirement","Governance Approved","§29 governance/QA release process.","QA / Release Gate","Governance / QA","Governance QA"
"Governance Process Requirement","C29-29.3-001","44","Part IX — Conformance","29","Constitution Compliance & Ratification","29.3","A screen/capability is compliant when all mandatory rules in applicable chapters are satisfied, including responsive test matrix where applicable.","A screen/capability is compliant when all mandatory rules in applicable chapters are satisfied, including responsive test matrix where applicable.","Governance Process Requirement","Governance Process Requirement","Governance Approved","§29 compliance process.","Governance Process","Governance / QA","Governance QA"
"Governance Process Requirement","C29-29.4-001","44","Part IX — Conformance","29","Constitution Compliance & Ratification","29.4","Exceptions require documented approval, scope, expiry, and registration. Architecture Exception Governance — waiver process formal","Exceptions require documented approval, scope, expiry, and registration. Architecture Exception Governance — waiver process formal","Governance Process Requirement","Governance Process Requirement","Governance Approved","§29 governance/QA release process.","QA / Release Gate","Governance / QA","Governance QA"
"Governance Process Requirement","C29-29.5-001","44","Part IX — Conformance","29","Constitution Compliance & Ratification","29.5","New operational modules must undergo constitutional review before production approval.","New operational modules must undergo constitutional review before production approval.","Governance Process Requirement","Governance Process Requirement","Governance Approved","§29 compliance process.","Governance Process","Governance / QA","Governance QA"
"Governance Process Requirement","C29-29.6-001","44","Part IX — Conformance","29","Constitution Compliance & Ratification","29.6","QA validates against this Constitution and UX Constitution.","QA validates against this Constitution and UX Constitution.","Governance Process Requirement","Governance Process Requirement","Governance Approved","§29 compliance process.","Governance Process","Governance / QA","Governance QA"
"Governance Process Requirement","C29-29.6-002","44","Part IX — Conformance","29","Constitution Compliance & Ratification","29.6","Methods — Architecture Guide.","Methods — Architecture Guide.","Governance Process Requirement","Governance Process Requirement","Governance Approved","§29 compliance process.","Governance Process","Governance / QA","Governance QA"
"Governance Process Requirement","C29-29.7-001","44","Part IX — Conformance","29","Constitution Compliance & Ratification","29.7","Non-compliance tracked","Non-compliance tracked","Governance Process Requirement","Governance Process Requirement","Governance Approved","§29 compliance process.","Governance Process","Governance / QA","Governance QA"
"Governance Process Requirement","C29-29.7-002","44","Part IX — Conformance","29","Constitution Compliance & Ratification","29.7","backlog does not override Constitution.","backlog does not override Constitution.","Governance Process Requirement","Governance Process Requirement","Governance Approved","§29 compliance process.","Governance Process","Governance / QA","Governance QA"
"Governance Process Requirement","C29-29.8-001","44","Part IX — Conformance","29","Constitution Compliance & Ratification","29.8","This Constitution v2.0 Final is ratified upon approval by Product & Governance and Enterprise Architecture.","This Constitution v2.0 Final is ratified upon approval by Product & Governance and Enterprise Architecture.","Governance Process Requirement","Governance Process Requirement","Governance Approved","§29 compliance process.","Governance Process","Governance / QA","Governance QA"
"Governance Process Requirement","C29-29.8-002","44","Part IX — Conformance","29","Constitution Compliance & Ratification","29.8","Supersedes: DX OSE Document Constitution v1.0.","Supersedes: DX OSE Document Constitution v1.0.","Governance Process Requirement","Governance Process Requirement","Governance Approved","§29 compliance process.","Governance Process","Governance / QA","Governance QA"
"Governance Process Requirement","C29-29.8-003","44","Part IX — Conformance","29","Constitution Compliance & Ratification","29.8","Subordinate: Architecture & Implementation Guides, BDR.","Subordinate: Architecture & Implementation Guides, BDR.","Governance Process Requirement","Governance Process Requirement","Governance Approved","§29 compliance process.","Governance Process","Governance / QA","Governance QA"
