"register_type","fresh_id","pdf_page","part","chapter_num","chapter_title","section","exact_pdf_source_text","normalized_atomic_clause","strength_classification","category_bucket","semantic_review_status","semantic_review_reason","implementation_target","applies_to","verification_type"
"Product Enforceable Requirement","C2-2.4.2-002","14","Part I — Governance Constitution","2","Document Lifecycle","2.4.2","Rule: Operational reports shall derive operational and financial results exclusively from Posted documents.","Rule: Operational reports shall derive operational and financial results exclusively from Posted documents.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Operational Documents / Shared UX","Code / Runtime / UI"
"Optional Capability","C2-2.4.3-002","14","Part I — Governance Constitution","2","Document Lifecycle","2.4.3","Rule: Workflow reports may include Draft, Submitted, In Review, Returned, Rejected, Posted, and other lifecycle states according to business requirements.","Rule: Workflow reports may include Draft, Submitted, In Review, Returned, Rejected, Posted, and other lifecycle states according to business requirements.","Explicit May","Optional Capability","Governance Approved","Optional capability approved.","Runtime Behavior","Operational Documents / Shared UX","Runtime"
"Product Enforceable Requirement","C2-2.5-001","14","Part I — Governance Constitution","2","Document Lifecycle","2.5","Editability shall be governed exclusively by document lifecycle state, not by individual screen implementations.","Editability shall be governed exclusively by document lifecycle state, not by individual screen implementations.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Operational Documents / Shared UX","Code / Runtime / UI"
"Product Enforceable Requirement","C2-2.6-002","14","Part I — Governance Constitution","2","Document Lifecycle","2.6","Once a document leaves Draft, Delete must not be available.","Once a document leaves Draft, Delete must not be available.","Explicit Must Not","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Operational Documents / Shared UX","Code / Runtime / UI"
"Product Enforceable Requirement","C2-2.6-003","14","Part I — Governance Constitution","2","Document Lifecycle","2.6","Business termination shall use governed lifecycle actions (Cancel, Reject, Void, Close, etc.).","Business termination shall use governed lifecycle actions (Cancel, Reject, Void, Close, etc.).","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Operational Documents / Shared UX","Code / Runtime / UI"
"Product Enforceable Requirement","C2-2.6-005","15","Part I — Governance Constitution","2","Document Lifecycle","2.6","Once a document enters the governed lifecycle, business termination actions shall replace deletion.","Once a document enters the governed lifecycle, business termination actions shall replace deletion.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Operational Documents / Shared UX","Code / Runtime / UI"
"Product Enforceable Requirement","C2-2.7-002","15","Part I — Governance Constitution","2","Document Lifecycle","2.7","There shall be no separate action named Re-submit.","There shall be no separate action named Re-submit.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Operational Documents / Shared UX","Code / Runtime / UI"
"Product Enforceable Requirement","C2-2.7-004","15","Part I — Governance Constitution","2","Document Lifecycle","2.7","After Reject, the same document must not re-enter workflow.","After Reject, the same document must not re-enter workflow.","Explicit Must Not","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Operational Documents / Shared UX","Code / Runtime / UI"
"Product Enforceable Requirement","C2-2.8-001","15","Part I — Governance Constitution","2","Document Lifecycle","2.8","Every document detail view shall present a unified timeline showing, as applicable: current state, workflow step, actor, date and time, mandatory reasons, workflow comments, system events, and duration (when applicable).","Every document detail view shall present a unified timeline showing, as applicable: current state, workflow step, actor, date and time, mandatory reasons, workflow comments, system events, and duration (when applicable).","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Operational Documents / Shared UX","Code / Runtime / UI"
"Product Enforceable Requirement","C3-3.1-001","16","Part I — Governance Constitution","3","Workflow & Actions","3.1","Users shall see only the actions they need for their role and document state.","Users shall see only the actions they need for their role and document state.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Workflow / Shared UX","Code / Runtime / UI"
"Product Enforceable Requirement","C3-3.1-002","16","Part I — Governance Constitution","3","Workflow & Actions","3.1","Action behavior shall remain consistent across all DX OSE modules regardless of workflow implementation.","Action behavior shall remain consistent across all DX OSE modules regardless of workflow implementation.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Workflow / Shared UX","Code / Runtime / UI"
"Product Enforceable Requirement","C3-3.1-003","16","Part I — Governance Constitution","3","Workflow & Actions","3.1","No module may invent alternative names for standard actions unless ratified in this Constitution.","No module may invent alternative names for standard actions unless ratified in this Constitution.","Explicit Must Not","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Workflow / Shared UX","Code / Runtime / UI"
"Product Enforceable Requirement","C3-3.2-003","16","Part I — Governance Constitution","3","Workflow & Actions","3.2","Alternative labels with the same meaning (Abort, Discard, Cancel Document) must not be used.","Alternative labels with the same meaning (Abort, Discard, Cancel Document) must not be used.","Explicit Must Not","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Workflow / Shared UX","Code / Runtime / UI"
"Product Enforceable Requirement","C3-3.3-002","16","Part I — Governance Constitution","3","Workflow & Actions","3.3","Reviewer actions shall be available only while the document is actively assigned to the current reviewer according to workflow definition and the permission model.","Reviewer actions shall be available only while the document is actively assigned to the current reviewer according to workflow definition and the permission model.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Workflow / Shared UX","Code / Runtime / UI"
"Product Enforceable Requirement","C3-3.5-001","16","Part I — Governance Constitution","3","Workflow & Actions","3.5","There shall be only one primary action for the current document state.","There shall be only one primary action for the current document state.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Workflow / Shared UX","Code / Runtime / UI"
"Product Enforceable Requirement","C4-4.1-001","17","Part I — Governance Constitution","4","Operation Permissions","4.1","Operation permissions govern authorization only and shall never replace workflow validation, lifecycle validation, or business rule enforcement.","Operation permissions govern authorization only and shall never replace workflow validation, lifecycle validation, or business rule enforcement.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","ACC / Backend Authorization","Code / Runtime / UI"
"Product Enforceable Requirement","C4-4.3-001","17","Part I — Governance Constitution","4","Operation Permissions","4.3","Permissions shall never bypass document lifecycle rules.","Permissions shall never bypass document lifecycle rules.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","ACC / Backend Authorization","Code / Runtime / UI"
"Product Enforceable Requirement","C4-4.3-002","17","Part I — Governance Constitution","4","Operation Permissions","4.3","Permissions grant eligibility, not execution authority.","Permissions grant eligibility, not execution authority.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","ACC / Backend Authorization","Code / Runtime / UI"
"Product Enforceable Requirement","C4-4.3-003","17","Part I — Governance Constitution","4","Operation Permissions","4.3","Action Allowed = Permission + Workflow + Lifecycle + Business Rules + Scope.","Action Allowed = Permission + Workflow + Lifecycle + Business Rules + Scope.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","ACC / Backend Authorization","Code / Runtime / UI"
"Product Enforceable Requirement","C4-4.3-004","17","Part I — Governance Constitution","4","Operation Permissions","4.3","Modules shall not introduce alternative operation names for standardized operations.","Modules shall not introduce alternative operation names for standardized operations.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","ACC / Backend Authorization","Code / Runtime / UI"
"Product Enforceable Requirement","C5-5.2-001","18","Part I — Governance Constitution","5","Posting","5.2","user authority","Before Posting, the platform shall verify: user authority","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Posting / Backend","Code / Runtime / UI"
"Product Enforceable Requirement","C5-5.2-002","18","Part I — Governance Constitution","5","Posting","5.2","valid workflow state","Before Posting, the platform shall verify: valid workflow state","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Posting / Backend","Code / Runtime / UI"
"Product Enforceable Requirement","C5-5.2-003","18","Part I — Governance Constitution","5","Posting","5.2","open inventory/financial period (Posting Date)","Before Posting, the platform shall verify: open inventory/financial period (Posting Date)","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Posting / Backend","Code / Runtime / UI"
"Product Enforceable Requirement","C5-5.2-004","18","Part I — Governance Constitution","5","Posting","5.2","full document revalidation","Before Posting, the platform shall verify: full document revalidation","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Posting / Backend","Code / Runtime / UI"
"Product Enforceable Requirement","C5-5.2-005","18","Part I — Governance Constitution","5","Posting","5.2","stock availability for outbound documents","Before Posting, the platform shall verify: stock availability for outbound documents","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Posting / Backend","Code / Runtime / UI"
"Product Enforceable Requirement","C5-5.2-006","18","Part I — Governance Constitution","5","Posting","5.2","Final validation — full revalidation immediately before Posting regardless of prior validation.","Final validation — full revalidation immediately before Posting regardless of prior validation.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Posting / Backend","Code / Runtime / UI"
"Product Enforceable Requirement","C5-5.2-007","18","Part I — Governance Constitution","5","Posting","5.2","Transaction boundary — single transactional boundary","Transaction boundary — single transactional boundary","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Posting / Backend","Code / Runtime / UI"
"Product Enforceable Requirement","C5-5.2-008","18","Part I — Governance Constitution","5","Posting","5.2","Atomicity — any failure leaves document and related business data completely unchanged.","Atomicity — any failure leaves document and related business data completely unchanged.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Posting / Backend","Code / Runtime / UI"
"Product Enforceable Requirement","C5-5.2-009","18","Part I — Governance Constitution","5","Posting","5.2","Idempotency — repeating the same posting request shall never create additional effects.","Idempotency — repeating the same posting request shall never create additional effects.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Posting / Backend","Code / Runtime / UI"
"Product Enforceable Requirement","C5-5.2-010","18","Part I — Governance Constitution","5","Posting","5.2","Posting trigger — Posting is automatically triggered upon successful final workflow approval unless a document-specific governance policy defines otherwise.","Posting trigger — Posting is automatically triggered upon successful final workflow approval unless a document-specific governance policy defines otherwise.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Posting / Backend","Code / Runtime / UI"
"Product Enforceable Requirement","C5-5.2-011","18","Part I — Governance Constitution","5","Posting","5.2","Final Workflow Approval = business authorization for Posting.","Final Workflow Approval = business authorization for Posting.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Posting / Backend","Code / Runtime / UI"
"Product Enforceable Requirement","C5-5.2-012","18","Part I — Governance Constitution","5","Posting","5.2","No additional posting confirmation is required by default.","No additional posting confirmation is required by default.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Posting / Backend","Code / Runtime / UI"
"Product Enforceable Requirement","C5-5.2-013","18","Part I — Governance Constitution","5","Posting","5.2","Posting behavior shall remain deterministic and repeat-safe throughout the platform.","Posting behavior shall remain deterministic and repeat-safe throughout the platform.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Posting / Backend","Code / Runtime / UI"
"Optional Capability","C6-6.1-002","19","Part I — Governance Constitution","6","Period Management","6.1","It governs when transactions may officially affect inventory and financial records.","It governs when transactions may officially affect inventory and financial records.","Explicit May","Optional Capability","Governance Approved","Optional capability approved.","Runtime Behavior","Period Management / Backend","Runtime"
"Optional Capability","C6-6.2-002","19","Part I — Governance Constitution","6","Period Management","6.2","The current implementation may manage both using a shared calendar while allowing future separation.","The current implementation may manage both using a shared calendar while allowing future separation.","Explicit May","Optional Capability","Governance Approved","Optional capability approved.","Runtime Behavior","Period Management / Backend","Runtime"
"Product Enforceable Requirement","C6-6.3-001","19","Part I — Governance Constitution","6","Period Management","6.3","Each document shall permanently maintain Document Date, Posting Date, and Assigned Posting Period.","Each document shall permanently maintain Document Date, Posting Date, and Assigned Posting Period.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Period Management / Backend","Code / Runtime / UI"
"Product Enforceable Requirement","C6-6.3-005","19","Part I — Governance Constitution","6","Period Management","6.3","Document Date and Posting Date are independent and must never be treated as interchangeable.","Document Date and Posting Date are independent and must never be treated as interchangeable.","Explicit Must","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Period Management / Backend","Code / Runtime / UI"
"Optional Capability","C6-6.4-002","19","Part I — Governance Constitution","6","Period Management","6.4","Closing — controlled validation phase before period may close.","Closing — controlled validation phase before period may close.","Explicit May","Optional Capability","Governance Approved","Optional capability approved.","Runtime Behavior","Period Management / Backend","Runtime"
"Optional Capability","C6-6.5-003","19","Part I — Governance Constitution","6","Period Management","6.5","Historical Document Date may be accepted if business policy allows and posting period is open.","Historical Document Date may be accepted if business policy allows and posting period is open.","Explicit May","Optional Capability","Governance Approved","Optional capability approved.","Runtime Behavior","Period Management / Backend","Runtime"
"Product Enforceable Requirement","C6-6.5-004","19","Part I — Governance Constitution","6","Period Management","6.5","Posting into Closed period prohibited.","Posting into Closed period prohibited.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Period Management / Backend","Code / Runtime / UI"
"Product Enforceable Requirement","C6-6.5-006","19","Part I — Governance Constitution","6","Period Management","6.5","periods must not overlap.","periods must not overlap.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Period Management / Backend","Code / Runtime / UI"
"Product Enforceable Requirement","C6-6.5-008","19","Part I — Governance Constitution","6","Period Management","6.5","modules shall not implement independent period logic.","modules shall not implement independent period logic.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Period Management / Backend","Code / Runtime / UI"
"Product Enforceable Requirement","C6-6.6-006","19","Part I — Governance Constitution","6","Period Management","6.6","Principle: The platform shall provide governed period-close resolution whenever blocking conditions exist, rather than merely rejecting the request.","Principle: The platform shall provide governed period-close resolution whenever blocking conditions exist, rather than merely rejecting the request.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Period Management / Backend","Code / Runtime / UI"
"Product Enforceable Requirement","C7-7.1-001","21","Part I — Governance Constitution","7","Draft & Document State Protection","7.1","These must remain separate policies.","These must remain separate policies.","Explicit Must","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Draft Governance / Shared UX","Code / Runtime / UI"
"Product Enforceable Requirement","C7-7.2-001","21","Part I — Governance Constitution","7","Draft & Document State Protection","7.2","Every operational document shall begin as a server-recognized draft unless Workflow Contracts define otherwise.","Every operational document shall begin as a server-recognized draft unless Workflow Contracts define otherwise.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Draft Governance / Shared UX","Code / Runtime / UI"
"Product Enforceable Requirement","C7-7.4-001","21","Part I — Governance Constitution","7","Draft & Document State Protection","7.4","The platform shall define: draft owner","The platform shall define: draft owner","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Draft Governance / Shared UX","Code / Runtime / UI"
"Product Enforceable Requirement","C7-7.5-001","21","Part I — Governance Constitution","7","Draft & Document State Protection","7.5","Rules for opening the same draft from multiple sessions or devices shall align with Chapter 8 (Concurrency).","Rules for opening the same draft from multiple sessions or devices shall align with Chapter 8 (Concurrency).","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Draft Governance / Shared UX","Code / Runtime / UI"
"Optional Capability","C7-7.6-001","21","Part I — Governance Constitution","7","Draft & Document State Protection","7.6","Internal draft lifecycle states (e.g. active, submitted, discarded, expired) may exist","Internal draft lifecycle states (e.g. active, submitted, discarded, expired) may exist","Explicit May","Optional Capability","Governance Approved","Optional capability approved.","Runtime Behavior","Draft Governance / Shared UX","Runtime"
"Product Enforceable Requirement","C7-7.7-001","21","Part I — Governance Constitution","7","Draft & Document State Protection","7.7","Auto-save shall occur on meaningful business events (add/delete row, qty/price change, supplier/warehouse change, attachment, notes, before navigation).","Auto-save shall occur on meaningful business events (add/delete row, qty/price change, supplier/warehouse change, attachment, notes, before navigation).","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Draft Governance / Shared UX","Code / Runtime / UI"
"Product Enforceable Requirement","C7-7.8-001","21","Part I — Governance Constitution","7","Draft & Document State Protection","7.8","Recovered drafts shall not bypass current validation.","Recovered drafts shall not bypass current validation.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Draft Governance / Shared UX","Code / Runtime / UI"
"Product Enforceable Requirement","C7-7.8-002","21","Part I — Governance Constitution","7","Draft & Document State Protection","7.8","Restored documents must be revalidated before continue or submit.","Restored documents must be revalidated before continue or submit.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Draft Governance / Shared UX","Code / Runtime / UI"
"Product Enforceable Requirement","C7-7.8-003","21","Part I — Governance Constitution","7","Draft & Document State Protection","7.8","Recovery prompt: Continue or Discard.","Recovery prompt: Continue or Discard.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Draft Governance / Shared UX","Code / Runtime / UI"
"Product Enforceable Requirement","C7-7.8-004","21","Part I — Governance Constitution","7","Draft & Document State Protection","7.8","Last saved indicator should be visible.","Last saved indicator should be visible.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Draft Governance / Shared UX","Code / Runtime / UI"
"Product Enforceable Requirement","C7-7.9-001","21","Part I — Governance Constitution","7","Draft & Document State Protection","7.9","Draft registry required per document family.","Draft registry required per document family.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Draft Governance / Shared UX","Code / Runtime / UI"
"Product Enforceable Requirement","C7-7.9-002","21","Part I — Governance Constitution","7","Draft & Document State Protection","7.9","Default retention 30 days.","Default retention 30 days.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Draft Governance / Shared UX","Code / Runtime / UI"
"Product Enforceable Requirement","C7-7.9-003","21","Part I — Governance Constitution","7","Draft & Document State Protection","7.9","Expiration policy (delete, archive, expired state) shall be defined by platform policy.","Expiration policy (delete, archive, expired state) shall be defined by platform policy.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Draft Governance / Shared UX","Code / Runtime / UI"
"Product Enforceable Requirement","C7-7.11-001","22","Part I — Governance Constitution","7","Draft & Document State Protection","7.11","Upon successful creation of the first Server Draft, the System Document Number becomes permanently reserved per Chapter 9.","Upon successful creation of the first Server Draft, the System Document Number becomes permanently reserved per Chapter 9.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Draft Governance / Shared UX","Code / Runtime / UI"
"Product Enforceable Requirement","C8-8.2-001","23","Part I — Governance Constitution","8","Concurrency","8.2","Every editable document shall maintain a Concurrency Version for conflict detection.","Every editable document shall maintain a Concurrency Version for conflict detection.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Concurrency / Backend","Code / Runtime / UI"
"Product Enforceable Requirement","C8-8.3-001","23","Part I — Governance Constitution","8","Concurrency","8.3","Concurrency applies to the entire governed document, not isolated fields only.","Concurrency applies to the entire governed document, not isolated fields only.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Concurrency / Backend","Code / Runtime / UI"
"Product Enforceable Requirement","C8-8.4-001","23","Part I — Governance Constitution","8","Concurrency","8.4","Concurrent edits must be detected. Last write wins is prohibited. Conflicting operation shall be rejected","Concurrent edits must be detected. Last write wins is prohibited. Conflicting operation shall be rejected","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Concurrency / Backend","Code / Runtime / UI"
"Product Enforceable Requirement","C8-8.4-002","23","Part I — Governance Constitution","8","Concurrency","8.4","user shall reload latest version.","user shall reload latest version.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Concurrency / Backend","Code / Runtime / UI"
"Product Enforceable Requirement","C8-8.5-001","23","Part I — Governance Constitution","8","Concurrency","8.5","Document is read-only except via Return workflow.","Document is read-only except via Return workflow.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Concurrency / Backend","Code / Runtime / UI"
"Product Enforceable Requirement","C8-8.6-001","23","Part I — Governance Constitution","8","Concurrency","8.6","Save Draft, Submit, Approve, Reject, Send Back, Cancel, Post — must not execute twice on the same version without detection.","Save Draft, Submit, Approve, Reject, Send Back, Cancel, Post — must not execute twice on the same version without detection.","Explicit Must Not","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Concurrency / Backend","Code / Runtime / UI"
"Product Enforceable Requirement","C8-8.7-001","23","Part I — Governance Constitution","8","Concurrency","8.7","Posting must not execute except on the latest valid document version after concurrency verification.","Posting must not execute except on the latest valid document version after concurrency verification.","Explicit Must Not","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Concurrency / Backend","Code / Runtime / UI"
"Product Enforceable Requirement","C8-8.8-001","23","Part I — Governance Constitution","8","Concurrency","8.8","Reject conflicting update","Reject conflicting update","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Concurrency / Backend","Code / Runtime / UI"
"Product Enforceable Requirement","C8-8.8-002","23","Part I — Governance Constitution","8","Concurrency","8.8","do not overwrite another user's changes","do not overwrite another user's changes","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Concurrency / Backend","Code / Runtime / UI"
"Product Enforceable Requirement","C8-8.8-003","23","Part I — Governance Constitution","8","Concurrency","8.8","require reload before retry.","require reload before retry.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Concurrency / Backend","Code / Runtime / UI"
"Product Enforceable Requirement","C8-8.8-004","23","Part I — Governance Constitution","8","Concurrency","8.8","The platform shall reject conflicting updates using the platform's concurrency mechanism (implementation: Architecture Guide).","The platform shall reject conflicting updates using the platform's concurrency mechanism (implementation: Architecture Guide).","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Concurrency / Backend","Code / Runtime / UI"
"Product Enforceable Requirement","C8-8.10-001","23","Part I — Governance Constitution","8","Concurrency","8.10","Concurrency conflicts shall be recorded in audit when appropriate.","Concurrency conflicts shall be recorded in audit when appropriate.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Concurrency / Backend","Code / Runtime / UI"
"Product Enforceable Requirement","C9-9.2-002","24","Part II — Document Identity","9","Document Numbering","9.2","users must not enter or edit.","users must not enter or edit.","Explicit Must Not","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Document Numbering / Platform","Code / Runtime / UI"
"Product Enforceable Requirement","C9-9.3-010","24","Part II — Document Identity","9","Document Numbering","9.3","Manual override — prohibited.","Manual override — prohibited.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Document Numbering / Platform","Code / Runtime / UI"
"Product Enforceable Requirement","C10-10.2-001","25","Part III — Data Integrity","10","Stock & Quantity","10.2","Stock availability validated against latest committed inventory state at Posting.","Stock availability validated against latest committed inventory state at Posting.","Explicit Shall","Product Enforceable Requirement","Governance Approved","Product enforceable requirement approved.","Multiple","Inventory / Stock","Code / Runtime / UI"
