"register_type","fresh_id","pdf_page","part","chapter_num","chapter_title","section","exact_pdf_source_text","normalized_atomic_clause","strength_classification","category_bucket","semantic_review_status","semantic_review_reason","implementation_target","applies_to","verification_type"
"Governance Definition","C1-1.4-009","12","Part 0 — Authority","1","Authority & Hierarchy","1.4","Integration implementation details Implementation detail belongs in Architecture & Implementation Guides.","Integration implementation details Implementation detail belongs in Architecture & Implementation Guides.","Governance Definition","Governance Definition","Governance Approved","Ch1 governance definition.","Governance Documentation","Platform","Documentation"
"Governance Definition","C1-1.5-001","12","Part 0 — Authority","1","Authority & Hierarchy","1.5","Normative keywords shall be interpreted exactly as defined in this chapter.","Normative keywords shall be interpreted exactly as defined in this chapter.","Governance Definition","Governance Definition","Governance Approved","Ch1 governance definition.","Governance Documentation","Platform","Documentation"
"Governance Definition","C2-2.2-004","13","Part I — Governance Constitution","2","Document Lifecycle","2.2","Draft Editable; no official operational or financial effect","Draft Editable; no official operational or financial effect","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","Operational Documents / Shared UX","Documentation"
"Governance Definition","C2-2.2-008","13","Part I — Governance Constitution","2","Document Lifecycle","2.2","Posted Official operational and financial effects applied","Posted Official operational and financial effects applied","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","Operational Documents / Shared UX","Documentation"
"Governance Definition","C3-3.4-004","16","Part I — Governance Constitution","3","Workflow & Actions","3.4","Next step Edit → Submit New document if operation repeats","Next step Edit → Submit New document if operation repeats","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","Workflow / Shared UX","Documentation"
"Governance Definition","C3-3.7-001","16","Part I — Governance Constitution","3","Workflow & Actions","3.7","Workflow Contracts & Who; when; routing; next step","Workflow Contracts & ACC | Who; when; routing; next step","Governance Definition","Governance Definition","Governance Corrected","Block 1 — §3.7 governance definition row.","Governance Documentation","Workflow / Shared UX","Documentation"
"Governance Definition","C3-3.7-002","16","Part I — Governance Constitution","3","Workflow & Actions","3.7","This Constitution Meaning; behavior; terminology; confirmation rules; mandatory reasons; user expectations","This Constitution | Meaning; behavior; terminology; confirmation rules; mandatory reasons; user expectations","Governance Definition","Governance Definition","Governance Corrected","Block 1 — §3.7 governance definition row.","Governance Documentation","Workflow / Shared UX","Documentation"
"Governance Definition","C4-4.2-001","17","Part I — Governance Constitution","4","Operation Permissions","4.2","View","View","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","ACC / Backend Authorization","Documentation"
"Governance Definition","C4-4.2-002","17","Part I — Governance Constitution","4","Operation Permissions","4.2","Create","Create","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","ACC / Backend Authorization","Documentation"
"Governance Definition","C4-4.2-003","17","Part I — Governance Constitution","4","Operation Permissions","4.2","Edit","Edit","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","ACC / Backend Authorization","Documentation"
"Governance Definition","C4-4.2-004","17","Part I — Governance Constitution","4","Operation Permissions","4.2","Delete","Delete","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","ACC / Backend Authorization","Documentation"
"Governance Definition","C4-4.2-005","17","Part I — Governance Constitution","4","Operation Permissions","4.2","Submit","Submit","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","ACC / Backend Authorization","Documentation"
"Governance Definition","C4-4.2-006","17","Part I — Governance Constitution","4","Operation Permissions","4.2","Approve","Approve","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","ACC / Backend Authorization","Documentation"
"Governance Definition","C4-4.2-007","17","Part I — Governance Constitution","4","Operation Permissions","4.2","Reject","Reject","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","ACC / Backend Authorization","Documentation"
"Governance Definition","C4-4.2-008","17","Part I — Governance Constitution","4","Operation Permissions","4.2","Send Back","Send Back","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","ACC / Backend Authorization","Documentation"
"Governance Definition","C4-4.2-009","17","Part I — Governance Constitution","4","Operation Permissions","4.2","Cancel","Cancel","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","ACC / Backend Authorization","Documentation"
"Governance Definition","C4-4.2-010","17","Part I — Governance Constitution","4","Operation Permissions","4.2","Post","Post","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","ACC / Backend Authorization","Documentation"
"Governance Definition","C4-4.2-011","17","Part I — Governance Constitution","4","Operation Permissions","4.2","Reopen","Reopen","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","ACC / Backend Authorization","Documentation"
"Governance Definition","C4-4.2-012","17","Part I — Governance Constitution","4","Operation Permissions","4.2","Close","Close","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","ACC / Backend Authorization","Documentation"
"Governance Definition","C4-4.2-013","17","Part I — Governance Constitution","4","Operation Permissions","4.2","Archive","Archive","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","ACC / Backend Authorization","Documentation"
"Governance Definition","C4-4.2-014","17","Part I — Governance Constitution","4","Operation Permissions","4.2","Print","Print","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","ACC / Backend Authorization","Documentation"
"Governance Definition","C4-4.2-015","17","Part I — Governance Constitution","4","Operation Permissions","4.2","Export","Export","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","ACC / Backend Authorization","Documentation"
"Governance Definition","C4-4.2-016","17","Part I — Governance Constitution","4","Operation Permissions","4.2","Attach","Attach","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","ACC / Backend Authorization","Documentation"
"Governance Definition","C4-4.2-017","17","Part I — Governance Constitution","4","Operation Permissions","4.2","View Audit.","View Audit.","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","ACC / Backend Authorization","Documentation"
"Governance Definition","C6-6.4-002","19","Part I — Governance Constitution","6","Period Management","6.4","Closing — controlled validation phase before period may close.","Closing — controlled validation phase before period may close.","Explicit May","Governance Definition","Governance Corrected","Closing state definition.","N/A","Period Management / Backend","Runtime"
"Governance Definition","C9-9.3-004","24","Part II — Document Identity","9","Document Numbering","9.3","Gap policy — gaps acceptable","Gap policy — gaps acceptable","Descriptive","Governance Definition","Governance Corrected","§9.3 gap policy definition.","N/A","Document Numbering / Platform","Documentation"
"Governance Definition","C9-9.3-007","24","Part II — Document Identity","9","Document Numbering","9.3","Failed allocation — gaps from failed/rolled-back operations acceptable.","Failed allocation — gaps from failed/rolled-back operations acceptable.","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","Document Numbering / Platform","Documentation"
"Governance Definition","C9-9.3-011","24","Part II — Document Identity","9","Document Numbering","9.3","Annual reset — per prefix per year (or fiscal year per platform policy).","Annual reset — per prefix per year (or fiscal year per platform policy).","Descriptive","Governance Definition","Governance Corrected","§9.3 annual reset policy definition.","N/A","Document Numbering / Platform","Documentation"
"Governance Definition","C13-13.7-002","28","Part IV — Document Composition","13","Document Lines","13.7","must not be directly user-editable.","must not be directly user-editable.","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","Document Lines / All Documents","Documentation"
"Governance Definition","C19-19.4-002","34","Part V — System Interaction Standards","19","Error Handling","19.4","retry only when safe and meaningful.","retry only when safe and meaningful.","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","Error Handling / Shared UX","Documentation"
"Governance Definition","C21-21.1-001","36","Part V — System Interaction Standards","21","Loading & Progress","21.1","Loading scope matches operation","Loading scope matches operation","Governance Definition","Governance Definition","Governance Approved","Governance definition approved.","Governance Documentation","Loading & Progress / Shared UX","Documentation"
"Governance Definition","C29-29.2-001","44","Part IX — Conformance","29","Constitution Compliance & Ratification","29.2","Fully Compliant","Fully Compliant","Governance Process Requirement","Governance Definition","Governance Corrected","Fully Compliant compliance level label.","Governance Process","Governance / QA","Governance QA"
